"ID","condition","freq","amplitude","zscore","isMeterRel"
"3","L_unsyncopated","2.083","0.058415","0.844906","0"
"3","L_unsyncopated","2.5","0.037713","0.310552","1"
"3","L_unsyncopated","2.917","-0.010551","-0.935165","0"
"3","L_unsyncopated","3.333","0.023515","-0.055906","0"
"3","L_unsyncopated","3.75","0.067843","1.08825","0"
"3","L_unsyncopated","4.167","-0.017874","-1.124198","0"
"3","L_unsyncopated","4.583","-0.001878","-0.711316","0"
"3","L_unsyncopated","5","0.079485","1.388723","1"
"4","L_unsyncopated","0.417","0.037635","-0.337609","1"
"4","L_unsyncopated","0.833","0.011513","-0.551487","0"
"4","L_unsyncopated","1.25","0.439835","2.955552","1"
"4","L_unsyncopated","1.667","0.077435","-0.01173","0"
"4","L_unsyncopated","2.083","0.047843","-0.25402","0"
"4","L_unsyncopated","2.5","0.05418","-0.202136","1"
"4","L_unsyncopated","2.917","-0.002303","-0.66461","0"
"4","L_unsyncopated","3.333","0.033766","-0.369283","0"
"4","L_unsyncopated","3.75","0.155867","0.630464","0"
"4","L_unsyncopated","4.167","0.013099","-0.538502","0"
"4","L_unsyncopated","4.583","-0.005261","-0.688835","0"
"4","L_unsyncopated","5","0.082799","0.032195","1"
"5","L_unsyncopated","0.417","0.025094","-0.583739","1"
"5","L_unsyncopated","0.833","0.079702","0.206459","0"
"5","L_unsyncopated","1.25","0.255901","2.756099","1"
"5","L_unsyncopated","1.667","0.035004","-0.440339","0"
"5","L_unsyncopated","2.083","0.039487","-0.375471","0"
"5","L_unsyncopated","2.5","0.06473","-0.010194","1"
"5","L_unsyncopated","2.917","0.052544","-0.186522","0"
"5","L_unsyncopated","3.333","0.029979","-0.513054","0"
"5","L_unsyncopated","3.75","0.116516","0.739162","0"
"5","L_unsyncopated","4.167","0.005823","-0.86259","0"
"5","L_unsyncopated","4.583","-0.004324","-1.009425","0"
"5","L_unsyncopated","5","0.084758","0.279614","1"
"6","L_unsyncopated","0.417","-0.022162","-0.91789","1"
"6","L_unsyncopated","0.833","0.049033","0.512792","0"
"6","L_unsyncopated","1.25","0.006884","-0.334201","1"
"6","L_unsyncopated","1.667","-0.032185","-1.1193","0"
"6","L_unsyncopated","2.083","0.01223","-0.22676","0"
"6","L_unsyncopated","2.5","-0.0335","-1.145724","1"
"6","L_unsyncopated","2.917","-0.001001","-0.492639","0"
"6","L_unsyncopated","3.333","0.006711","-0.337683","0"
"6","L_unsyncopated","3.75","0.123419","2.007615","0"
"6","L_unsyncopated","4.167","0.03169","0.164286","0"
"6","L_unsyncopated","4.583","0.035934","0.249573","0"
"6","L_unsyncopated","5","0.105122","1.639932","1"
"7","L_unsyncopated","0.417","0.025368","-0.387514","1"
"7","L_unsyncopated","0.833","0.047954","-0.09623","0"
"7","L_unsyncopated","1.25","0.244279","2.435647","1"
"7","L_unsyncopated","1.667","0.036039","-0.249891","0"
"7","L_unsyncopated","2.083","-0.012319","-0.873526","0"
"7","L_unsyncopated","2.5","0.009372","-0.593801","1"
"7","L_unsyncopated","2.917","0.026111","-0.377929","0"
"7","L_unsyncopated","3.333","0.005485","-0.643928","0"
"7","L_unsyncopated","3.75","0.153017","1.258698","0"
"7","L_unsyncopated","4.167","0.004642","-0.654796","0"
"7","L_unsyncopated","4.583","0.003908","-0.664261","0"
"7","L_unsyncopated","5","0.121134","0.84753","1"
"8","L_unsyncopated","0.417","0.188598","1.512134","1"
"8","L_unsyncopated","0.833","0.043153","-0.381411","0"
"8","L_unsyncopated","1.25","0.241951","2.206739","1"
"8","L_unsyncopated","1.667","0.048894","-0.306676","0"
"8","L_unsyncopated","2.083","0.005055","-0.877406","0"
"8","L_unsyncopated","2.5","0.049691","-0.296295","1"
"8","L_unsyncopated","2.917","0.025069","-0.616848","0"
"8","L_unsyncopated","3.333","0.016742","-0.725265","0"
"8","L_unsyncopated","3.75","0.078988","0.085125","0"
"8","L_unsyncopated","4.167","0.002814","-0.906588","0"
"8","L_unsyncopated","4.583","0.030895","-0.541006","0"
"8","L_unsyncopated","5","0.137547","0.847497","1"
"9","L_unsyncopated","0.417","0.007412","-0.66651","1"
"9","L_unsyncopated","0.833","0.08961","0.37548","0"
"9","L_unsyncopated","1.25","0.207466","1.86949","1"
"9","L_unsyncopated","1.667","-0.020975","-1.026361","0"
"9","L_unsyncopated","2.083","0.005826","-0.686612","0"
"9","L_unsyncopated","2.5","0.095485","0.449961","1"
"9","L_unsyncopated","2.917","0.018422","-0.526932","0"
"9","L_unsyncopated","3.333","0.023919","-0.457254","0"
"9","L_unsyncopated","3.75","0.069706","0.123173","0"
"9","L_unsyncopated","4.167","-0.010222","-0.890045","0"
"9","L_unsyncopated","4.583","0.022151","-0.47967","0"
"9","L_unsyncopated","5","0.211078","1.91528","1"
"10","L_unsyncopated","0.417","0.157122","2.03455","1"
"10","L_unsyncopated","0.833","0.021813","-0.490299","0"
"10","L_unsyncopated","1.25","0.124471","1.425298","1"
"10","L_unsyncopated","1.667","0.030162","-0.334509","0"
"10","L_unsyncopated","2.083","-0.007313","-1.033794","0"
"10","L_unsyncopated","2.5","-0.003043","-0.954115","1"
"10","L_unsyncopated","2.917","0.037967","-0.188869","0"
"10","L_unsyncopated","3.333","0.004195","-0.819054","0"
"10","L_unsyncopated","3.75","0.021046","-0.504621","0"
"10","L_unsyncopated","4.167","0.018449","-0.553073","0"
"10","L_unsyncopated","4.583","0.068136","0.374079","0"
"10","L_unsyncopated","5","0.104059","1.044406","1"
"11","L_unsyncopated","0.417","0.104891","1.107594","1"
"11","L_unsyncopated","0.833","0.043668","0.153075","0"
"11","L_unsyncopated","1.25","0.205525","2.676588","1"
"11","L_unsyncopated","1.667","-0.018966","-0.823451","0"
"11","L_unsyncopated","2.083","-0.015632","-0.771476","0"
"11","L_unsyncopated","2.5","0.027725","-0.095496","1"
"11","L_unsyncopated","2.917","0.006172","-0.43153","0"
"11","L_unsyncopated","3.333","-0.002414","-0.565395","0"
"11","L_unsyncopated","3.75","0.009714","-0.376296","0"
"11","L_unsyncopated","4.167","-0.004639","-0.600077","0"
"11","L_unsyncopated","4.583","0.002027","-0.496157","0"
"11","L_unsyncopated","5","0.048129","0.222623","1"
"12","L_unsyncopated","0.417","0.095826","0.108724","1"
"12","L_unsyncopated","0.833","0.046402","-0.349786","0"
"12","L_unsyncopated","1.25","0.264253","1.671217","1"
"12","L_unsyncopated","1.667","0.049147","-0.324321","0"
"12","L_unsyncopated","2.083","0.017189","-0.620791","0"
"12","L_unsyncopated","2.5","0.07538","-0.08096","1"
"12","L_unsyncopated","2.917","0.070508","-0.126156","0"
"12","L_unsyncopated","3.333","0.02635","-0.535805","0"
"12","L_unsyncopated","3.75","0.008403","-0.702304","0"
"12","L_unsyncopated","4.167","0.025208","-0.546403","0"
"12","L_unsyncopated","4.583","-0.010929","-0.881646","0"
"12","L_unsyncopated","5","0.341543","2.388232","1"
"13","L_unsyncopated","0.417","0.044179","0.005008","1"
