"ID","condition","binshift","freq","r"
"8","H_unsyncopated","19","2.5","0.637441"
"8","H_unsyncopated","19","2.917","0.340469"
"8","H_unsyncopated","19","3.333","0.660598"
"8","H_unsyncopated","19","3.75","0.493597"
"8","H_unsyncopated","19","4.167","0.45371"
"8","H_unsyncopated","19","4.583","0.354468"
"8","H_unsyncopated","19","5","0.389917"
"8","H_unsyncopated","20","0.417","0.572443"
"8","H_unsyncopated","20","0.833","0.494516"
"8","H_unsyncopated","20","1.25","0.403515"
"8","H_unsyncopated","20","1.667","0.756958"
"8","H_unsyncopated","20","2.083","0.43912"
"8","H_unsyncopated","20","2.5","0.253945"
"8","H_unsyncopated","20","2.917","0.217261"
"8","H_unsyncopated","20","3.333","0.401855"
"8","H_unsyncopated","20","3.75","0.469444"
"8","H_unsyncopated","20","4.167","0.547899"
"8","H_unsyncopated","20","4.583","0.243338"
"8","H_unsyncopated","20","5","0.636739"
"9","H_unsyncopated","0","0.417","0.550535"
"9","H_unsyncopated","0","0.833","0.423489"
"9","H_unsyncopated","0","1.25","0.364144"
"9","H_unsyncopated","0","1.667","0.447204"
"9","H_unsyncopated","0","2.083","0.574555"
"9","H_unsyncopated","0","2.5","0.813452"
"9","H_unsyncopated","0","2.917","0.700555"
"9","H_unsyncopated","0","3.333","0.424078"
"9","H_unsyncopated","0","3.75","0.958629"
"9","H_unsyncopated","0","4.167","0.621282"
"9","H_unsyncopated","0","4.583","0.351348"
"9","H_unsyncopated","0","5","0.989852"
"9","H_unsyncopated","-20","0.417","0.911447"
"9","H_unsyncopated","-20","0.833","0.176298"
"9","H_unsyncopated","-20","1.25","0.634326"
"9","H_unsyncopated","-20","1.667","0.365125"
"9","H_unsyncopated","-20","2.083","0.288523"
"9","H_unsyncopated","-20","2.5","0.512756"
"9","H_unsyncopated","-20","2.917","0.22758"
"9","H_unsyncopated","-20","3.333","0.482408"
"9","H_unsyncopated","-20","3.75","0.658947"
"9","H_unsyncopated","-20","4.167","0.441551"
"9","H_unsyncopated","-20","4.583","0.615569"
"9","H_unsyncopated","-20","5","0.19454"
"9","H_unsyncopated","-19","0.417","0.775134"
"9","H_unsyncopated","-19","0.833","0.445707"
"9","H_unsyncopated","-19","1.25","0.468924"
"9","H_unsyncopated","-19","1.667","0.313598"
"9","H_unsyncopated","-19","2.083","0.262749"
"9","H_unsyncopated","-19","2.5","0.696096"
"9","H_unsyncopated","-19","2.917","0.338919"
"9","H_unsyncopated","-19","3.333","0.624569"
"9","H_unsyncopated","-19","3.75","0.066345"
"9","H_unsyncopated","-19","4.167","0.834409"
"9","H_unsyncopated","-19","4.583","0.510129"
"9","H_unsyncopated","-19","5","0.12885"
"9","H_unsyncopated","-18","0.417","0.799393"
"9","H_unsyncopated","-18","0.833","0.132273"
"9","H_unsyncopated","-18","1.25","0.15978"
"9","H_unsyncopated","-18","1.667","0.291821"
"9","H_unsyncopated","-18","2.083","0.350227"
"9","H_unsyncopated","-18","2.5","0.373235"
"9","H_unsyncopated","-18","2.917","0.67264"
"9","H_unsyncopated","-18","3.333","0.242656"
"9","H_unsyncopated","-18","3.75","0.185884"
"9","H_unsyncopated","-18","4.167","0.825263"
"9","H_unsyncopated","-18","4.583","0.480607"
"9","H_unsyncopated","-18","5","0.174561"
"9","H_unsyncopated","-17","0.417","0.963065"
"9","H_unsyncopated","-17","0.833","0.277747"
"9","H_unsyncopated","-17","1.25","0.243017"
"9","H_unsyncopated","-17","1.667","0.261567"
"9","H_unsyncopated","-17","2.083","0.435584"
"9","H_unsyncopated","-17","2.5","0.196381"
"9","H_unsyncopated","-17","2.917","0.336199"
"9","H_unsyncopated","-17","3.333","0.593102"
"9","H_unsyncopated","-17","3.75","0.233737"
"9","H_unsyncopated","-17","4.167","0.362173"
"9","H_unsyncopated","-17","4.583","0.44027"
"9","H_unsyncopated","-17","5","0.476748"
"9","H_unsyncopated","-16","0.417","0.842096"
"9","H_unsyncopated","-16","0.833","0.346916"
"9","H_unsyncopated","-16","1.25","0.454196"
"9","H_unsyncopated","-16","1.667","0.519818"
"9","H_unsyncopated","-16","2.083","0.250485"
"9","H_unsyncopated","-16","2.5","0.267699"
"9","H_unsyncopated","-16","2.917","0.403935"
"9","H_unsyncopated","-16","3.333","0.546964"
"9","H_unsyncopated","-16","3.75","0.221133"
"9","H_unsyncopated","-16","4.167","0.258167"
"9","H_unsyncopated","-16","4.583","0.386401"
"9","H_unsyncopated","-16","5","0.273868"
"9","H_unsyncopated","-15","0.417","0.620696"
"9","H_unsyncopated","-15","0.833","0.243802"
"9","H_unsyncopated","-15","1.25","0.19368"
"9","H_unsyncopated","-15","1.667","0.422617"
"9","H_unsyncopated","-15","2.083","0.59595"
"9","H_unsyncopated","-15","2.5","0.180141"
"9","H_unsyncopated","-15","2.917","0.484799"
"9","H_unsyncopated","-15","3.333","0.586143"
"9","H_unsyncopated","-15","3.75","0.548263"
"9","H_unsyncopated","-15","4.167","0.22459"
"9","H_unsyncopated","-15","4.583","0.570689"
"9","H_unsyncopated","-15","5","0.509834"
"9","H_unsyncopated","-14","0.417","0.615021"
"9","H_unsyncopated","-14","0.833","0.310856"
"9","H_unsyncopated","-14","1.25","0.119426"
"9","H_unsyncopated","-14","1.667","0.105447"
"9","H_unsyncopated","-14","2.083","0.109608"
"9","H_unsyncopated","-14","2.5","0.450886"
"9","H_unsyncopated","-14","2.917","0.468289"
"9","H_unsyncopated","-14","3.333","0.499118"
"9","H_unsyncopated","-14","3.75","0.67689"
"9","H_unsyncopated","-14","4.167","0.517695"
"9","H_unsyncopated","-14","4.583","0.342314"
"9","H_unsyncopated","-14","5","0.295939"
"9","H_unsyncopated","-13","0.417","0.564926"
"9","H_unsyncopated","-13","0.833","0.545573"
"9","H_unsyncopated","-13","1.25","0.288218"
"9","H_unsyncopated","-13","1.667","0.163149"
"9","H_unsyncopated","-13","2.083","0.163676"
"9","H_unsyncopated","-13","2.5","0.407439"
"9","H_unsyncopated","-13","2.917","0.172401"
"9","H_unsyncopated","-13","3.333","0.351523"
"9","H_unsyncopated","-13","3.75","0.243797"
"9","H_unsyncopated","-13","4.167","0.37945"
"9","H_unsyncopated","-13","4.583","0.635774"
"9","H_unsyncopated","-13","5","0.308647"
"9","H_unsyncopated","-12","0.417","0.22205"
"9","H_unsyncopated","-12","0.833","0.471368"
"9","H_unsyncopated","-12","1.25","0.262055"
"9","H_unsyncopated","-12","1.667","0.265664"
"9","H_unsyncopated","-12","2.083","0.209814"
"9","H_unsyncopated","-12","2.5","0.141125"
"9","H_unsyncopated","-12","2.917","0.401042"
"9","H_unsyncopated","-12","3.333","0.377866"
"9","H_unsyncopated","-12","3.75","0.460226"
"9","H_unsyncopated","-12","4.167","0.491137"
"9","H_unsyncopated","-12","4.583","0.648603"
"9","H_unsyncopated","-12","5","0.471148"
"9","H_unsyncopated","-11","0.417","0.524149"
"9","H_unsyncopated","-11","0.833","0.410811"
"9","H_unsyncopated","-11","1.25","0.326417"
"9","H_unsyncopated","-11","1.667","0.351265"
"9","H_unsyncopated","-11","2.083","0.288056"
"9","H_unsyncopated","-11","2.5","0.60256"
"9","H_unsyncopated","-11","2.917","0.419935"
"9","H_unsyncopated","-11","3.333","0.768328"
"9","H_unsyncopated","-11","3.75","0.337904"
"9","H_unsyncopated","-11","4.167","0.459393"
"9","H_unsyncopated","-11","4.583","0.562069"
"9","H_unsyncopated","-11","5","0.590509"
"9","H_unsyncopated","-10","0.417","0.332632"
"9","H_unsyncopated","-10","0.833","0.429036"
"9","H_unsyncopated","-10","1.25","0.30386"
"9","H_unsyncopated","-10","1.667","0.123846"
"9","H_unsyncopated","-10","2.083","0.317487"
"9","H_unsyncopated","-10","2.5","0.098738"
"9","H_unsyncopated","-10","2.917","0.405027"
"9","H_unsyncopated","-10","3.333","0.394455"
"9","H_unsyncopated","-10","3.75","0.042261"
"9","H_unsyncopated","-10","4.167","0.135258"
"9","H_unsyncopated","-10","4.583","0.152523"
"9","H_unsyncopated","-10","5","0.224496"
"9","H_unsyncopated","-9","0.417","0.304309"
"9","H_unsyncopated","-9","0.833","0.089657"
"9","H_unsyncopated","-9","1.25","0.205412"
"9","H_unsyncopated","-9","1.667","0.42933"
"9","H_unsyncopated","-9","2.083","0.297479"
"9","H_unsyncopated","-9","2.5","0.094865"
"9","H_unsyncopated","-9","2.917","0.633197"
"9","H_unsyncopated","-9","3.333","0.51113"
"9","H_unsyncopated","-9","3.75","0.368093"
"9","H_unsyncopated","-9","4.167","0.547443"
"9","H_unsyncopated","-9","4.583","0.496917"
"9","H_unsyncopated","-9","5","0.30853"
"9","H_unsyncopated","-8","0.417","0.410462"
"9","H_unsyncopated","-8","0.833","0.059157"
"9","H_unsyncopated","-8","1.25","0.118977"
"9","H_unsyncopated","-8","1.667","0.158596"
"9","H_unsyncopated","-8","2.083","0.190575"
"9","H_unsyncopated","-8","2.5","0.109873"
"9","H_unsyncopated","-8","2.917","0.312801"
"9","H_unsyncopated","-8","3.333","0.161498"
"9","H_unsyncopated","-8","3.75","0.368784"
"9","H_unsyncopated","-8","4.167","0.345362"
"9","H_unsyncopated","-8","4.583","0.225486"
"9","H_unsyncopated","-8","5","0.459134"
"9","H_unsyncopated","-7","0.417","0.384084"
"9","H_unsyncopated","-7","0.833","0.568737"
"9","H_unsyncopated","-7","1.25","0.163938"
"9","H_unsyncopated","-7","1.667","0.115124"
"9","H_unsyncopated","-7","2.083","0.049485"
"9","H_unsyncopated","-7","2.5","0.370327"
"9","H_unsyncopated","-7","2.917","0.53756"
"9","H_unsyncopated","-7","3.333","0.48867"
"9","H_unsyncopated","-7","3.75","0.546827"
"9","H_unsyncopated","-7","4.167","0.27421"
"9","H_unsyncopated","-7","4.583","0.233162"
"9","H_unsyncopated","-7","5","0.767524"
"9","H_unsyncopated","-6","0.417","0.240134"
"9","H_unsyncopated","-6","0.833","0.634995"
"9","H_unsyncopated","-6","1.25","0.264034"
"9","H_unsyncopated","-6","1.667","0.183091"
"9","H_unsyncopated","-6","2.083","0.457586"
"9","H_unsyncopated","-6","2.5","0.18354"
"9","H_unsyncopated","-6","2.917","0.183484"
"9","H_unsyncopated","-6","3.333","0.315636"
"9","H_unsyncopated","-6","3.75","0.424834"
"9","H_unsyncopated","-6","4.167","0.452277"
"9","H_unsyncopated","-6","4.583","0.419824"
"9","H_unsyncopated","-6","5","0.225997"
"9","H_unsyncopated","-5","0.417","0.399384"
"9","H_unsyncopated","-5","0.833","0.513952"
"9","H_unsyncopated","-5","1.25","0.179316"
"9","H_unsyncopated","-5","1.667","0.170426"
"9","H_unsyncopated","-5","2.083","0.258592"
"9","H_unsyncopated","-5","2.5","0.7812"
"9","H_unsyncopated","-5","2.917","0.097646"
"9","H_unsyncopated","-5","3.333","0.260788"
"9","H_unsyncopated","-5","3.75","0.129622"
"9","H_unsyncopated","-5","4.167","0.104764"
"9","H_unsyncopated","-5","4.583","0.455573"
"9","H_unsyncopated","-5","5","0.633387"
"9","H_unsyncopated","-4","0.417","0.571545"
"9","H_unsyncopated","-4","0.833","0.251269"
"9","H_unsyncopated","-4","1.25","0.107544"
"9","H_unsyncopated","-4","1.667","0.40625"
"9","H_unsyncopated","-4","2.083","0.316809"
"9","H_unsyncopated","-4","2.5","0.53919"
"9","H_unsyncopated","-4","2.917","0.329682"
"9","H_unsyncopated","-4","3.333","0.323968"
"9","H_unsyncopated","-4","3.75","0.114846"
"9","H_unsyncopated","-4","4.167","0.577437"
"9","H_unsyncopated","-4","4.583","0.348755"
"9","H_unsyncopated","-4","5","0.36625"
"9","H_unsyncopated","-3","0.417","0.406494"
"9","H_unsyncopated","-3","0.833","0.295173"
"9","H_unsyncopated","-3","1.25","0.198156"
"9","H_unsyncopated","-3","1.667","0.233393"
"9","H_unsyncopated","-3","2.083","0.207833"
"9","H_unsyncopated","-3","2.5","0.469821"
"9","H_unsyncopated","-3","2.917","0.810042"
"9","H_unsyncopated","-3","3.333","0.23974"
"9","H_unsyncopated","-3","3.75","0.519741"
"9","H_unsyncopated","-3","4.167","0.24238"
"9","H_unsyncopated","-3","4.583","0.304086"
"9","H_unsyncopated","-3","5","0.3879"
"9","H_unsyncopated","-2","0.417","0.31559"
"9","H_unsyncopated","-2","0.833","0.183472"
"9","H_unsyncopated","-2","1.25","0.152204"
"9","H_unsyncopated","-2","1.667","0.724236"
"9","H_unsyncopated","-2","2.083","0.264072"
"9","H_unsyncopated","-2","2.5","0.522907"
"9","H_unsyncopated","-2","2.917","0.438742"
"9","H_unsyncopated","-2","3.333","0.455862"
"9","H_unsyncopated","-2","3.75","0.303576"
"9","H_unsyncopated","-2","4.167","0.335487"
"9","H_unsyncopated","-2","4.583","0.606551"
"9","H_unsyncopated","-2","5","0.065476"
"9","H_unsyncopated","-1","0.417","0.29312"
"9","H_unsyncopated","-1","0.833","0.358522"
"9","H_unsyncopated","-1","1.25","0.316069"
"9","H_unsyncopated","-1","1.667","0.40629"
"9","H_unsyncopated","-1","2.083","0.143511"
"9","H_unsyncopated","-1","2.5","0.353841"
"9","H_unsyncopated","-1","2.917","0.234945"
"9","H_unsyncopated","-1","3.333","0.571785"
"9","H_unsyncopated","-1","3.75","0.319994"
"9","H_unsyncopated","-1","4.167","0.240456"
"9","H_unsyncopated","-1","4.583","0.2031"
"9","H_unsyncopated","-1","5","0.43739"
"9","H_unsyncopated","1","0.417","0.176298"
"9","H_unsyncopated","1","0.833","0.634326"
"9","H_unsyncopated","1","1.25","0.365125"
"9","H_unsyncopated","1","1.667","0.288523"
"9","H_unsyncopated","1","2.083","0.512756"
"9","H_unsyncopated","1","2.5","0.22758"
"9","H_unsyncopated","1","2.917","0.482408"
"9","H_unsyncopated","1","3.333","0.658947"
"9","H_unsyncopated","1","3.75","0.441551"
"9","H_unsyncopated","1","4.167","0.615569"
"9","H_unsyncopated","1","4.583","0.19454"
"9","H_unsyncopated","1","5","0.742204"
"9","H_unsyncopated","2","0.417","0.445707"
"9","H_unsyncopated","2","0.833","0.468924"
"9","H_unsyncopated","2","1.25","0.313598"
"9","H_unsyncopated","2","1.667","0.262749"
"9","H_unsyncopated","2","2.083","0.696096"
"9","H_unsyncopated","2","2.5","0.338919"
"9","H_unsyncopated","2","2.917","0.624569"
"9","H_unsyncopated","2","3.333","0.066345"
"9","H_unsyncopated","2","3.75","0.834409"
"9","H_unsyncopated","2","4.167","0.510129"
"9","H_unsyncopated","2","4.583","0.12885"
"9","H_unsyncopated","2","5","0.309418"
"9","H_unsyncopated","3","0.417","0.132273"
"9","H_unsyncopated","3","0.833","0.15978"
"9","H_unsyncopated","3","1.25","0.291821"
"9","H_unsyncopated","3","1.667","0.350227"
"9","H_unsyncopated","3","2.083","0.373235"
"9","H_unsyncopated","3","2.5","0.67264"
"9","H_unsyncopated","3","2.917","0.242656"
"9","H_unsyncopated","3","3.333","0.185884"
"9","H_unsyncopated","3","3.75","0.825263"
"9","H_unsyncopated","3","4.167","0.480607"
"9","H_unsyncopated","3","4.583","0.174561"
"9","H_unsyncopated","3","5","0.303788"
"9","H_unsyncopated","4","0.417","0.277747"
"9","H_unsyncopated","4","0.833","0.243017"
"9","H_unsyncopated","4","1.25","0.261567"
"9","H_unsyncopated","4","1.667","0.435584"
"9","H_unsyncopated","4","2.083","0.196381"
"9","H_unsyncopated","4","2.5","0.336199"
"9","H_unsyncopated","4","2.917","0.593102"
"9","H_unsyncopated","4","3.333","0.233737"
"9","H_unsyncopated","4","3.75","0.362173"
"9","H_unsyncopated","4","4.167","0.44027"
"9","H_unsyncopated","4","4.583","0.476748"
"9","H_unsyncopated","4","5","0.550795"
"9","H_unsyncopated","5","0.417","0.346916"
"9","H_unsyncopated","5","0.833","0.454196"
"9","H_unsyncopated","5","1.25","0.519818"
"9","H_unsyncopated","5","1.667","0.250485"
"9","H_unsyncopated","5","2.083","0.267699"
"9","H_unsyncopated","5","2.5","0.403935"
"9","H_unsyncopated","5","2.917","0.546964"
"9","H_unsyncopated","5","3.333","0.221133"
"9","H_unsyncopated","5","3.75","0.258167"
"9","H_unsyncopated","5","4.167","0.386401"
"9","H_unsyncopated","5","4.583","0.273868"
"9","H_unsyncopated","5","5","0.388755"
"9","H_unsyncopated","6","0.417","0.243802"
"9","H_unsyncopated","6","0.833","0.19368"
"9","H_unsyncopated","6","1.25","0.422617"
"9","H_unsyncopated","6","1.667","0.59595"
"9","H_unsyncopated","6","2.083","0.180141"
"9","H_unsyncopated","6","2.5","0.484799"
"9","H_unsyncopated","6","2.917","0.586143"
"9","H_unsyncopated","6","3.333","0.548263"
"9","H_unsyncopated","6","3.75","0.22459"
"9","H_unsyncopated","6","4.167","0.570689"
"9","H_unsyncopated","6","4.583","0.509834"
"9","H_unsyncopated","6","5","0.147934"
"9","H_unsyncopated","7","0.417","0.310856"
"9","H_unsyncopated","7","0.833","0.119426"
"9","H_unsyncopated","7","1.25","0.105447"
"9","H_unsyncopated","7","1.667","0.109608"
"9","H_unsyncopated","7","2.083","0.450886"
"9","H_unsyncopated","7","2.5","0.468289"
"9","H_unsyncopated","7","2.917","0.499118"
"9","H_unsyncopated","7","3.333","0.67689"
"9","H_unsyncopated","7","3.75","0.517695"
"9","H_unsyncopated","7","4.167","0.342314"
"9","H_unsyncopated","7","4.583","0.295939"
"9","H_unsyncopated","7","5","0.246726"
"9","H_unsyncopated","8","0.417","0.545573"
"9","H_unsyncopated","8","0.833","0.288218"
"9","H_unsyncopated","8","1.25","0.163149"
"9","H_unsyncopated","8","1.667","0.163676"
"9","H_unsyncopated","8","2.083","0.407439"
"9","H_unsyncopated","8","2.5","0.172401"
"9","H_unsyncopated","8","2.917","0.351523"
"9","H_unsyncopated","8","3.333","0.243797"
"9","H_unsyncopated","8","3.75","0.37945"
"9","H_unsyncopated","8","4.167","0.635774"
"9","H_unsyncopated","8","4.583","0.308647"
"9","H_unsyncopated","8","5","0.26833"
"9","H_unsyncopated","9","0.417","0.471368"
"9","H_unsyncopated","9","0.833","0.262055"
"9","H_unsyncopated","9","1.25","0.265664"
"9","H_unsyncopated","9","1.667","0.209814"
"9","H_unsyncopated","9","2.083","0.141125"
"9","H_unsyncopated","9","2.5","0.401042"
"9","H_unsyncopated","9","2.917","0.377866"
"9","H_unsyncopated","9","3.333","0.460226"
"9","H_unsyncopated","9","3.75","0.491137"
"9","H_unsyncopated","9","4.167","0.648603"
"9","H_unsyncopated","9","4.583","0.471148"
"9","H_unsyncopated","9","5","0.281858"
"9","H_unsyncopated","10","0.417","0.410811"
"9","H_unsyncopated","10","0.833","0.326417"
"9","H_unsyncopated","10","1.25","0.351265"
"9","H_unsyncopated","10","1.667","0.288056"
"9","H_unsyncopated","10","2.083","0.60256"
"9","H_unsyncopated","10","2.5","0.419935"
"9","H_unsyncopated","10","2.917","0.768328"
"9","H_unsyncopated","10","3.333","0.337904"
"9","H_unsyncopated","10","3.75","0.459393"
"9","H_unsyncopated","10","4.167","0.562069"
"9","H_unsyncopated","10","4.583","0.590509"
"9","H_unsyncopated","10","5","0.2035"
"9","H_unsyncopated","11","0.417","0.429036"
"9","H_unsyncopated","11","0.833","0.30386"
"9","H_unsyncopated","11","1.25","0.123846"
"9","H_unsyncopated","11","1.667","0.317487"
"9","H_unsyncopated","11","2.083","0.098738"
"9","H_unsyncopated","11","2.5","0.405027"
"9","H_unsyncopated","11","2.917","0.394455"
"9","H_unsyncopated","11","3.333","0.042261"
"9","H_unsyncopated","11","3.75","0.135258"
"9","H_unsyncopated","11","4.167","0.152523"
"9","H_unsyncopated","11","4.583","0.224496"
"9","H_unsyncopated","11","5","0.58716"
"9","H_unsyncopated","12","0.417","0.089657"
"9","H_unsyncopated","12","0.833","0.205412"
"9","H_unsyncopated","12","1.25","0.42933"
"9","H_unsyncopated","12","1.667","0.297479"
"9","H_unsyncopated","12","2.083","0.094865"
"9","H_unsyncopated","12","2.5","0.633197"
"9","H_unsyncopated","12","2.917","0.51113"
"9","H_unsyncopated","12","3.333","0.368093"
"9","H_unsyncopated","12","3.75","0.547443"
"9","H_unsyncopated","12","4.167","0.496917"
"9","H_unsyncopated","12","4.583","0.30853"
"9","H_unsyncopated","12","5","0.10164"
"9","H_unsyncopated","13","0.417","0.059157"
"9","H_unsyncopated","13","0.833","0.118977"
"9","H_unsyncopated","13","1.25","0.158596"
"9","H_unsyncopated","13","1.667","0.190575"
"9","H_unsyncopated","13","2.083","0.109873"
"9","H_unsyncopated","13","2.5","0.312801"
"9","H_unsyncopated","13","2.917","0.161498"
"9","H_unsyncopated","13","3.333","0.368784"
"9","H_unsyncopated","13","3.75","0.345362"
"9","H_unsyncopated","13","4.167","0.225486"
"9","H_unsyncopated","13","4.583","0.459134"
"9","H_unsyncopated","13","5","0.63123"
"9","H_unsyncopated","14","0.417","0.568737"
"9","H_unsyncopated","14","0.833","0.163938"
"9","H_unsyncopated","14","1.25","0.115124"
"9","H_unsyncopated","14","1.667","0.049485"
"9","H_unsyncopated","14","2.083","0.370327"
"9","H_unsyncopated","14","2.5","0.53756"
"9","H_unsyncopated","14","2.917","0.48867"
"9","H_unsyncopated","14","3.333","0.546827"
"9","H_unsyncopated","14","3.75","0.27421"
"9","H_unsyncopated","14","4.167","0.233162"
"9","H_unsyncopated","14","4.583","0.767524"
"9","H_unsyncopated","14","5","0.232081"
"9","H_unsyncopated","15","0.417","0.634995"
"9","H_unsyncopated","15","0.833","0.264034"
"9","H_unsyncopated","15","1.25","0.183091"
"9","H_unsyncopated","15","1.667","0.457586"
"9","H_unsyncopated","15","2.083","0.18354"
"9","H_unsyncopated","15","2.5","0.183484"
"9","H_unsyncopated","15","2.917","0.315636"
"9","H_unsyncopated","15","3.333","0.424834"
"9","H_unsyncopated","15","3.75","0.452277"
"9","H_unsyncopated","15","4.167","0.419824"
"9","H_unsyncopated","15","4.583","0.225997"
"9","H_unsyncopated","15","5","0.174802"
"9","H_unsyncopated","16","0.417","0.513952"
"9","H_unsyncopated","16","0.833","0.179316"
"9","H_unsyncopated","16","1.25","0.170426"
"9","H_unsyncopated","16","1.667","0.258592"
"9","H_unsyncopated","16","2.083","0.7812"
"9","H_unsyncopated","16","2.5","0.097646"
"9","H_unsyncopated","16","2.917","0.260788"
"9","H_unsyncopated","16","3.333","0.129622"
"9","H_unsyncopated","16","3.75","0.104764"
"9","H_unsyncopated","16","4.167","0.455573"
"9","H_unsyncopated","16","4.583","0.633387"
"9","H_unsyncopated","16","5","0.394883"
"9","H_unsyncopated","17","0.417","0.251269"
"9","H_unsyncopated","17","0.833","0.107544"
"9","H_unsyncopated","17","1.25","0.40625"
"9","H_unsyncopated","17","1.667","0.316809"
"9","H_unsyncopated","17","2.083","0.53919"
"9","H_unsyncopated","17","2.5","0.329682"
"9","H_unsyncopated","17","2.917","0.323968"
"9","H_unsyncopated","17","3.333","0.114846"
"9","H_unsyncopated","17","3.75","0.577437"
"9","H_unsyncopated","17","4.167","0.348755"
"9","H_unsyncopated","17","4.583","0.36625"
"9","H_unsyncopated","17","5","0.439594"
"9","H_unsyncopated","18","0.417","0.295173"
"9","H_unsyncopated","18","0.833","0.198156"
"9","H_unsyncopated","18","1.25","0.233393"
"9","H_unsyncopated","18","1.667","0.207833"
"9","H_unsyncopated","18","2.083","0.469821"
"9","H_unsyncopated","18","2.5","0.810042"
"9","H_unsyncopated","18","2.917","0.23974"
"9","H_unsyncopated","18","3.333","0.519741"
"9","H_unsyncopated","18","3.75","0.24238"
"9","H_unsyncopated","18","4.167","0.304086"
"9","H_unsyncopated","18","4.583","0.3879"
"9","H_unsyncopated","18","5","0.323723"
"9","H_unsyncopated","19","0.417","0.183472"
"9","H_unsyncopated","19","0.833","0.152204"
"9","H_unsyncopated","19","1.25","0.724236"
"9","H_unsyncopated","19","1.667","0.264072"
"9","H_unsyncopated","19","2.083","0.522907"
"9","H_unsyncopated","19","2.5","0.438742"
"9","H_unsyncopated","19","2.917","0.455862"
"9","H_unsyncopated","19","3.333","0.303576"
"9","H_unsyncopated","19","3.75","0.335487"
"9","H_unsyncopated","19","4.167","0.606551"
"9","H_unsyncopated","19","4.583","0.065476"
"9","H_unsyncopated","19","5","0.241797"
"9","H_unsyncopated","20","0.417","0.358522"
"9","H_unsyncopated","20","0.833","0.316069"
"9","H_unsyncopated","20","1.25","0.40629"
"9","H_unsyncopated","20","1.667","0.143511"
"9","H_unsyncopated","20","2.083","0.353841"
"9","H_unsyncopated","20","2.5","0.234945"
"9","H_unsyncopated","20","2.917","0.571785"
"9","H_unsyncopated","20","3.333","0.319994"
"9","H_unsyncopated","20","3.75","0.240456"
"9","H_unsyncopated","20","4.167","0.2031"
"9","H_unsyncopated","20","4.583","0.43739"
"9","H_unsyncopated","20","5","0.138299"
"10","H_unsyncopated","0","0.417","0.401672"
"10","H_unsyncopated","0","0.833","0.273319"
"10","H_unsyncopated","0","1.25","0.805767"
"10","H_unsyncopated","0","1.667","0.16664"
"10","H_unsyncopated","0","2.083","0.351754"
"10","H_unsyncopated","0","2.5","0.660386"
"10","H_unsyncopated","0","2.917","0.442566"
"10","H_unsyncopated","0","3.333","0.80742"
"10","H_unsyncopated","0","3.75","0.742557"
"10","H_unsyncopated","0","4.167","0.289222"
"10","H_unsyncopated","0","4.583","0.586625"
"10","H_unsyncopated","0","5","0.948856"
"10","H_unsyncopated","-20","0.417","0.774279"
"10","H_unsyncopated","-20","0.833","0.800216"
"10","H_unsyncopated","-20","1.25","0.375958"
"10","H_unsyncopated","-20","1.667","0.275073"
"10","H_unsyncopated","-20","2.083","0.14225"
"10","H_unsyncopated","-20","2.5","0.107488"
"10","H_unsyncopated","-20","2.917","0.446611"
"10","H_unsyncopated","-20","3.333","0.248112"
"10","H_unsyncopated","-20","3.75","0.505279"
"10","H_unsyncopated","-20","4.167","0.396954"
"10","H_unsyncopated","-20","4.583","0.338468"
"10","H_unsyncopated","-20","5","0.541533"
"10","H_unsyncopated","-19","0.417","0.726595"
"10","H_unsyncopated","-19","0.833","0.211065"
"10","H_unsyncopated","-19","1.25","0.292554"
"10","H_unsyncopated","-19","1.667","0.390847"
"10","H_unsyncopated","-19","2.083","0.278141"
"10","H_unsyncopated","-19","2.5","0.247371"
"10","H_unsyncopated","-19","2.917","0.578811"
"10","H_unsyncopated","-19","3.333","0.585144"
"10","H_unsyncopated","-19","3.75","0.375415"
"10","H_unsyncopated","-19","4.167","0.429678"
"10","H_unsyncopated","-19","4.583","0.427915"
"10","H_unsyncopated","-19","5","0.127602"
"10","H_unsyncopated","-18","0.417","0.744374"
"10","H_unsyncopated","-18","0.833","0.493464"
"10","H_unsyncopated","-18","1.25","0.396213"
"10","H_unsyncopated","-18","1.667","0.318084"
"10","H_unsyncopated","-18","2.083","0.47035"
"10","H_unsyncopated","-18","2.5","0.553934"
"10","H_unsyncopated","-18","2.917","0.236927"
"10","H_unsyncopated","-18","3.333","0.345421"
"10","H_unsyncopated","-18","3.75","0.259411"
"10","H_unsyncopated","-18","4.167","0.065655"
"10","H_unsyncopated","-18","4.583","0.342306"
"10","H_unsyncopated","-18","5","0.376371"
"10","H_unsyncopated","-17","0.417","0.797775"
"10","H_unsyncopated","-17","0.833","0.624376"
"10","H_unsyncopated","-17","1.25","0.263628"
"10","H_unsyncopated","-17","1.667","0.490791"
"10","H_unsyncopated","-17","2.083","0.447238"
"10","H_unsyncopated","-17","2.5","0.265784"
"10","H_unsyncopated","-17","2.917","0.31642"
"10","H_unsyncopated","-17","3.333","0.353976"
"10","H_unsyncopated","-17","3.75","0.360482"
"10","H_unsyncopated","-17","4.167","0.533417"
"10","H_unsyncopated","-17","4.583","0.60181"
"10","H_unsyncopated","-17","5","0.16575"
"10","H_unsyncopated","-16","0.417","0.751732"
"10","H_unsyncopated","-16","0.833","0.563726"
"10","H_unsyncopated","-16","1.25","0.772113"
